Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Screen,Situation,Origin,Oddman,G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,ShooterPlayerId,A1PlayerId,A2PlayerId,A3PlayerId
1,17:05,5v5,BUF,10.0,W,19.0,77.0,25.0,ol,nl,dl,,y,,r,dz,,,0,74,21006,3/6/2023,BUF,EDM,8473534,8481522.0,8482175.0,8482671.0
1,16:49,5v5,BUF,10.0,w,77.0,,,oelpr,,,,,,f,oz,,,0,74,21006,3/6/2023,BUF,EDM,8473534,8482175.0,,
1,15:45,5v5,EDM,71.0,W,97.0,5.0,25.0,ol,dr,dl,,,,r,dz,,,0,41,21006,3/6/2023,BUF,EDM,8480802,8478402.0,8471816.0,8476495.0
1,15:29,5v5,BUF,72.0,W,53.0,,,oell,,,,,,f,oz,,,0,74,21006,3/6/2023,BUF,EDM,8479420,8475784.0,,
1,15:25,5v5,BUF,53.0,w,72.0,,,ol,,,,,,f,oz,,,0,74,21006,3/6/2023,BUF,EDM,8475784,8479420.0,,
1,14:58,5v5,BUF,24.0,w,29.0,26.0,,orrr,dr,,y,y,,r,dz,2 on 1,,0,74,21006,3/6/2023,BUF,EDM,8469820,8469506.0,8480839.0,
1,14:47,5v5,BUF,24.0,w,46.0,,,or,,,,y,,,,,,0,74,21006,3/6/2023,BUF,EDM,8469820,8477974.0,,
1,14:44,5v5,BUF,37.0,w,24.0,,,ol,,,y,y,,f,oz,,,0,74,21006,3/6/2023,BUF,EDM,8478043,8469820.0,,
1,14:34,5v5,EDM,56.0,w,2.0,,,dc,,,Y,y,,r,dz,1 on 0,,0,41,21006,3/6/2023,BUF,EDM,8474719,8477384.0,,
1,14:21,5v5,EDM,27.0,O,14.0,56.0,,or,opr,,,y,,c,oz,,,0,41,21006,3/6/2023,BUF,EDM,8476850,8475218.0,8474719.0,
1,14:05,5v5,BUF,12.0,W,10.0,38.0,,dr,dl,,,Y,,r,dz,,,0,74,21006,3/6/2023,BUF,EDM,8478413,8473534.0,8474743.0,
1,13:57,5v5,EDM,27.0,B,26.0,,,dr,,,,y,,r,dz,,,0,41,21006,3/6/2023,BUF,EDM,8476850,8476336.0,,
1,13:50,5v5,EDM,73.0,w,37.0,,,oelpr,,,,,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8477454,8471402.0,,
1,13:10,5v5,EDM,10.0,O,19.0,,,oelr,,,y,y,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8481638,8475156.0,,
1,12:51,5v5,EDM,5.0,w,,,,,,,,,,,,,,0,41,21006,3/6/2023,BUF,EDM,8471816,,,
1,12:41,5v5,EDM,71.0,O,97.0,71.0,,ol,ol,,y,y,Y,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8480802,8478402.0,8480802.0,
1,12:39,5v5,EDM,97.0,A,,,,,,,y,y,,f,oz,,y,0,41,21006,3/6/2023,BUF,EDM,8478402,,,
1,12:11,5v5,BUF,10.0,w,,,,,,,,,,f,oz,,,-1,74,21006,3/6/2023,BUF,EDM,8473534,,,
1,11:54,5v5,EDM,29.0,w,93.0,2.0,56.0,oc,oc,nr,y,y,,r,dz,,,-1,41,21006,3/6/2023,BUF,EDM,8476886,8476454.0,8477384.0,8474719.0
1,10:44,5v4,BUF,71.0,o,26.0,72.0,26.0,ol,opl,ol,,y,,,,,,-1,74,21006,3/6/2023,BUF,EDM,8480802,8480839.0,8479420.0,8480839.0
1,10:39,5v4,BUF,71.0,w,26.0,72.0,,ol,ol,,y,y,,,,,,-1,74,21006,3/6/2023,BUF,EDM,8480802,8480839.0,8479420.0,
1,10:28,5v4,BUF,53.0,t,26.0,71.0,,or,opr,,y,y,y,,,,,-1,74,21006,3/6/2023,BUF,EDM,8475784,8480839.0,8480802.0,
1,10:22,5v4,BUF,72.0,w,24.0,,,ol,,,y,y,,,,,,-1,74,21006,3/6/2023,BUF,EDM,8479420,8469820.0,,
1,10:15,5v4,BUF,53.0,o,72.0,53.0,72.0,orrr,oelc,ol,y,y,,,,,y,-1,74,21006,3/6/2023,BUF,EDM,8475784,8479420.0,8475784.0,8479420.0
1,9:07,5v5,EDM,14.0,W,19.0,,,opr,,,,y,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8475218,8475156.0,,
1,8:59,5v5,EDM,2.0,T,14.0,29.0,2.0,or,opr,or,,,,c,oz,,,0,41,21006,3/6/2023,BUF,EDM,8477384,8475218.0,8476886.0,8477384.0
1,7:31,5v5,EDM,18.0,w,,,,,,,y,y,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8475786,,,
1,7:14,5v4,EDM,93.0,w,2.0,,,or,,,y,y,,,,,,0,41,21006,3/6/2023,BUF,EDM,8476454,8477384.0,,
1,6:22,5v4,EDM,2.0,O,93.0,97.0,,opl,or,,,y,y,,,,,0,41,21006,3/6/2023,BUF,EDM,8477384,8476454.0,8478402.0,
1,6:14,5v4,EDM,18.0,w,93.0,,,ol,,,y,y,,,,,,0,41,21006,3/6/2023,BUF,EDM,8475786,8476454.0,,
1,5:45,5v4,EDM,2.0,o,29.0,2.0,97.0,opr,oc,opl,,,,,,,,0,41,21006,3/6/2023,BUF,EDM,8477384,8476886.0,8477384.0,8478402.0
1,5:38,5v4,EDM,25.0,w,71.0,,,opr,,,,,,,,,,0,41,21006,3/6/2023,BUF,EDM,8476495,8480802.0,,
1,5:30,5v4,EDM,25.0,o,56.0,,,opl,,,,y,y,,,,,0,41,21006,3/6/2023,BUF,EDM,8476495,8474719.0,,
1,5:24,5v4,EDM,71.0,w,25.0,,,oc,,,,,,,,,,0,41,21006,3/6/2023,BUF,EDM,8480802,8476495.0,,
1,4:45,5v5,EDM,72.0,W,,,,,,,,y,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8477249,,,
1,3:58,5v5,BUF,53.0,w,22.0,,,dc,,,,y,,r,dz,,,0,74,21006,3/6/2023,BUF,EDM,8475784,8476356.0,,
1,3:40,5v5,BUF,29.0,O,24.0,78.0,24.0,or,or,or,,,,r,nz,,,0,74,21006,3/6/2023,BUF,EDM,8469506,8469820.0,8480196.0,8469820.0
1,3:34,5v5,BUF,24.0,o,29.0,,,oelc,,,y,,,f,oz,,,0,74,21006,3/6/2023,BUF,EDM,8469820,8469506.0,,
1,2:56,5v5,EDM,73.0,w,27.0,,,or,,,,y,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8477454,8476850.0,,
1,2:44,5v5,EDM,27.0,s,73.0,,,or,,,,,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8476850,8477454.0,,
1,2:35,5v5,EDM,73.0,w,37.0,,,ol,,,y,,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8477454,8471402.0,,
1,2:13,5v5,EDM,18.0,t,2.0,97.0,18.0,ol,opl,or,,,,c,oz,,,0,41,21006,3/6/2023,BUF,EDM,8475786,8477384.0,8478402.0,8475786.0
1,1:41,5v5,EDM,18.0,w,2.0,,,dr,,,,,,r,dz,,,0,41,21006,3/6/2023,BUF,EDM,8475786,8477384.0,,
1,1:19,5v5,EDM,19.0,T,10.0,,,ol,,,y,y,,r,nz,,,0,41,21006,3/6/2023,BUF,EDM,8475156,8481638.0,,
1,0:58,5v5,BUF,53.0,B,,,,,,,y,y,,r,dz,,,0,74,21006,3/6/2023,BUF,EDM,8475784,,,
1,0:39,5v5,BUF,72.0,b,53.0,22.0,,nc,dr,,y,y,,r,dz,,,0,74,21006,3/6/2023,BUF,EDM,8479420,8475784.0,8476356.0,
2,18:38,5v5,BUF,37.0,w,24.0,26.0,,dl,dl,,y,y,,r,dz,,,0,74,21006,3/6/2023,BUF,EDM,8478043,8469820.0,8480839.0,
2,16:25,5v5,EDM,2.0,S,14.0,2.0,14.0,ol,or,ol,,y,y,c,oz,,,0,41,21006,3/6/2023,BUF,EDM,8477384,8475218.0,8477384.0,8475218.0
2,15:15,5v5,BUF,72.0,w,22.0,26.0,,nr,dsr,,y,y,,r,dz,,,0,74,21006,3/6/2023,BUF,EDM,8479420,8476356.0,8480839.0,
2,15:10,5v5,BUF,53.0,w,22.0,26.0,72.0,oc,ol,opl,y,y,,c,oz,,,0,74,21006,3/6/2023,BUF,EDM,8475784,8476356.0,8480839.0,8479420.0
2,15:02,5v5,BUF,29.0,o,37.0,46.0,29.0,opr,or,ofp,,y,,,,,,0,74,21006,3/6/2023,BUF,EDM,8469506,8478043.0,8477974.0,8469506.0
2,14:39,5v5,BUF,77.0,W,10.0,,,dr,,,,y,,r,dz,,,0,74,21006,3/6/2023,BUF,EDM,8482175,8473534.0,,
2,13:41,5v5,EDM,21.0,o,25.0,5.0,,ol,or,,,,,c,oz,,,0,41,21006,3/6/2023,BUF,EDM,8466333,8476495.0,8471816.0,
2,12:41,5v5,BUF,24.0,w,12.0,46.0,,orrr,or,,y,y,,c,oz,,,0,74,21006,3/6/2023,BUF,EDM,8469820,8478413.0,8477974.0,
2,11:23,5v5,BUF,22.0,w,72.0,53.0,46.0,ol,ol,dr,,y,,c,oz,,,0,74,21006,3/6/2023,BUF,EDM,8476356,8479420.0,8475784.0,8477974.0
2,11:20,5v5,BUF,53.0,r,,,,,,,y,y,,c,oz,,,0,74,21006,3/6/2023,BUF,EDM,8475784,,,
2,10:56,5v4,BUF,22.0,w,37.0,,,nl,,,y,y,,r,nz,1 on 0,,0,74,21006,3/6/2023,BUF,EDM,8476356,8478043.0,,
2,9:54,5v4,BUF,77.0,w,25.0,22.0,19.0,oc,opc,or,,,,,,,,0,74,21006,3/6/2023,BUF,EDM,8482175,8482671.0,8476356.0,8481522.0
2,9:39,5v4,BUF,24.0,w,26.0,37.0,,oc,ol,,y,y,,r,nz,,,0,74,21006,3/6/2023,BUF,EDM,8469820,8480839.0,8478043.0,
2,9:07,5v5,BUF,72.0,w,26.0,72.0,,ol,ol,,,,,,,,,0,74,21006,3/6/2023,BUF,EDM,8479420,8480839.0,8479420.0,
2,8:58,5v5,BUF,26.0,o,72.0,26.0,,ol,ol,,,y,,,,,,0,74,21006,3/6/2023,BUF,EDM,8480839,8479420.0,8480839.0,
2,6:56,5v5,EDM,14.0,w,2.0,71.0,,or,opr,,,,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8475218,8477384.0,8480802.0,
2,5:25,5v5,BUF,71.0,O,37.0,38.0,,oelc,oell,,y,y,,f,oz,,,0,74,21006,3/6/2023,BUF,EDM,8480802,8478043.0,8474743.0,
2,5:04,5v5,EDM,37.0,b,18.0,,,or,,,y,y,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8471402,8475786.0,,
2,5:00,5v5,EDM,25.0,w,71.0,,,ofp,,,,y,,,,,,0,41,21006,3/6/2023,BUF,EDM,8476495,8480802.0,,
2,4:48,5v5,EDM,72.0,w,26.0,71.0,,or,ol,,,,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8477249,8476336.0,8480802.0,
2,3:44,5v5,BUF,26.0,W,10.0,,,ol,,,y,y,,f,oz,,,0,74,21006,3/6/2023,BUF,EDM,8480839,8473534.0,,
2,3:10,5v5,EDM,73.0,o,97.0,,,opr,,,,,,,,,,0,41,21006,3/6/2023,BUF,EDM,8477454,8478402.0,,
2,2:40,5v5,BUF,28.0,w,21.0,28.0,,opl,ol,,,,,f,oz,,,0,74,21006,3/6/2023,BUF,EDM,8480035,8475236.0,8480035.0,
2,2:01,5v5,EDM,19.0,O,10.0,,,ol,,,y,y,Y,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8475156,8481638.0,,
2,1:49,5v5,EDM,19.0,W,10.0,5.0,,or,or,,,,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8475156,8481638.0,8471816.0,
2,1:19,5v5,EDM,25.0,w,19.0,,,opl,,,,,Y,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8476495,8475156.0,,
2,1:15,5v5,EDM,10.0,w,19.0,10.0,,oelc,oc,,y,y,,f,oz,,y,0,41,21006,3/6/2023,BUF,EDM,8481638,8475156.0,8481638.0,
2,0:57,5v5,BUF,29.0,W,12.0,25.0,46.0,ol,dl,dr,,,,r,dz,,,-1,74,21006,3/6/2023,BUF,EDM,8469506,8478413.0,8482671.0,8477974.0
2,0:49,5v5,BUF,29.0,w,19.0,26.0,,ol,opl,,,y,,f,oz,,,-1,74,21006,3/6/2023,BUF,EDM,8469506,8481522.0,8480839.0,
2,0:34,5v5,BUF,12.0,w,26.0,,,dsl,,,,y,,r,dz,,,-1,74,21006,3/6/2023,BUF,EDM,8478413,8480839.0,,
2,0:13,5v5,EDM,27.0,w,,,,,,,,,,f,oz,,,-1,41,21006,3/6/2023,BUF,EDM,8476850,,,
2,0:05,5v5,EDM,27.0,w,29.0,,,or,,,,y,,f,oz,,,-1,41,21006,3/6/2023,BUF,EDM,8476850,8476886.0,,
3,19:33,5v5,EDM,97.0,w,37.0,5.0,25.0,nr,dr,dl,y,,,r,nz,,,-1,41,21006,3/6/2023,BUF,EDM,8478402,8471402.0,8471816.0,8476495.0
3,19:19,5v5,BUF,24.0,W,,,,,,,Y,Y,,r,dz,1 on 0,y,-1,74,21006,3/6/2023,BUF,EDM,8469820,,,
3,18:07,5v5,EDM,27.0,W,26.0,,,opl,,,,y,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8476850,8476336.0,,
3,17:18,5v5,EDM,25.0,w,10.0,,,opl,,,,y,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8476495,8481638.0,,
3,17:15,5v5,EDM,10.0,w,,,,,,,,y,,f,oz,,,0,41,21006,3/6/2023,BUF,EDM,8481638,,,
3,16:37,5v5,EDM,97.0,W,37.0,14.0,,ol,dl,,y,y,,r,dz,,y,0,41,21006,3/6/2023,BUF,EDM,8478402,8471402.0,8475218.0,
3,15:58,5v5,EDM,93.0,W,56.0,,,oc,,,,,,f,oz,,,-1,41,21006,3/6/2023,BUF,EDM,8476454,8474719.0,,
3,15:49,5v5,BUF,24.0,w,,,,,,,,,,r,dz,,,-1,74,21006,3/6/2023,BUF,EDM,8469820,,,
3,15:25,5v5,BUF,53.0,B,22.0,72.0,,or,or,,y,y,,c,oz,,,-1,74,21006,3/6/2023,BUF,EDM,8475784,8476356.0,8479420.0,
3,13:53,5v5,BUF,77.0,w,21.0,,,ol,,,,,,r,dz,,,-1,74,21006,3/6/2023,BUF,EDM,8482175,8475236.0,,
3,13:19,5v5,EDM,2.0,s,29.0,,,opr,,,,,,f,oz,,,-1,41,21006,3/6/2023,BUF,EDM,8477384,8476886.0,,
3,13:11,5v5,EDM,93.0,w,2.0,29.0,,oc,opr,,,y,,c,oz,,,-1,41,21006,3/6/2023,BUF,EDM,8476454,8477384.0,8476886.0,
3,13:10,5v5,EDM,56.0,r,,,,,,,y,y,,c,oz,,,-1,41,21006,3/6/2023,BUF,EDM,8474719,,,
3,12:45,5v5,BUF,22.0,B,72.0,53.0,,oc,or,,y,y,,r,dz,,,-1,74,21006,3/6/2023,BUF,EDM,8476356,8479420.0,8475784.0,
3,12:34,5v5,BUF,26.0,w,22.0,26.0,,opl,ol,,,,,c,oz,,,-1,74,21006,3/6/2023,BUF,EDM,8480839,8476356.0,8480839.0,
3,10:13,5v5,BUF,77.0,w,21.0,46.0,,dr,dl,,,y,,r,dz,,,-1,74,21006,3/6/2023,BUF,EDM,8482175,8475236.0,8477974.0,
3,10:03,5v5,BUF,72.0,o,22.0,,,or,,,,,,f,oz,,,-1,74,21006,3/6/2023,BUF,EDM,8479420,8476356.0,,
3,9:59,5v5,BUF,53.0,w,25.0,,,orrl,,,y,y,,f,oz,,,-1,74,21006,3/6/2023,BUF,EDM,8475784,8482671.0,,
3,8:36,5v5,BUF,24.0,w,29.0,37.0,,ol,nc,,,,,r,dz,,,-1,74,21006,3/6/2023,BUF,EDM,8469820,8469506.0,8478043.0,
3,8:13,5v5,EDM,29.0,o,93.0,,,oc,,,,,,f,oz,,,-1,41,21006,3/6/2023,BUF,EDM,8476886,8476454.0,,
3,7:57,5v5,EDM,56.0,T,27.0,73.0,29.0,ol,or,opr,y,y,Y,c,oz,,,-1,41,21006,3/6/2023,BUF,EDM,8474719,8476850.0,8477454.0,8476886.0
3,7:52,5v5,EDM,19.0,w,10.0,,,of,,,y,y,,,,,,-1,41,21006,3/6/2023,BUF,EDM,8475156,8481638.0,,
3,6:21,5v5,EDM,18.0,b,37.0,97.0,,oc,dl,,y,,,r,dz,2 on 0,,-1,41,21006,3/6/2023,BUF,EDM,8475786,8471402.0,8478402.0,
3,4:59,5v5,BUF,37.0,o,24.0,,,ol,,,y,y,,r,dz,,,-1,74,21006,3/6/2023,BUF,EDM,8478043,8469820.0,,
3,4:14,5v5,BUF,46.0,W,37.0,,,opr,,,,y,,c,oz,,,-1,74,21006,3/6/2023,BUF,EDM,8477974,8478043.0,,
3,4:08,5v5,BUF,22.0,w,,,,,,,,,,,,,,-1,74,21006,3/6/2023,BUF,EDM,8476356,,,
3,1:47,5v5,BUF,37.0,w,24.0,,,or,,,y,y,,r,dz,,,-1,74,21006,3/6/2023,BUF,EDM,8478043,8469820.0,,
